id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,mechanics,dust,play_requirements,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,entourage
EX1_622,PRIEST,SPELL,Shadow Word: Death,CORE,Destroy a minion with an Attack of 5 or more.,3,,,COMMON,True,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_TARGET_MIN_ATTACK': 5, 'REQ_MINION_TARGET': 0}",,Unlocked at Level 8.,Unlocked at Level 43.,,,,
AT_085,NEUTRAL,MINION,Maiden of the Lake,TGT,Your Hero Power costs (1).,4,2,6,COMMON,True,Not a good basis for a system of government.,['AURA'],"[40, 400, 5, 50]",,,,,,,,
EX1_382,PALADIN,MINION,Aldor Peacekeeper,EXPERT1,Battlecry: Change an enemy minion's Attack to 1.,3,3,3,RARE,True,The Aldor hate two things: the Scryers and smooth jazz.,['BATTLECRY'],"[100, 800, 20, 100]","{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,Change Attack to 1.,,,
AT_132_SHAMANb,SHAMAN,MINION,Searing Totem,TGT,,0,1,1,,,,,,,,,,,,,
AT_027,WARLOCK,MINION,Wilfred Fizzlebang,TGT,Cards you draw from your Hero Power cost (0).,6,4,4,LEGENDARY,True,"He can summon anything, even a FEARSOME DOOMGUARD*.
*He's pretty sure this is going to work out.",,"[1600, 3200, 400, 1600]",,,,,,,,
TU4c_004,NEUTRAL,SPELL,Stomp,MISSIONS,Deal 2 damage to all enemies.,2,,,COMMON,,,,,,,,,,,,
CS2_203,NEUTRAL,MINION,Ironbeak Owl,EXPERT1,Battlecry: Silence a minion.,3,2,1,COMMON,True,Their wings are silent but their screech is... whatever the opposite of silent is.,['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",BEAST,,,Silence a minion.,HORDE,,
LOE_009e,WARLOCK,ENCHANTMENT,Sinister Power,LOE,+4/+4.,,,,,,,,,,,,,,,,
EX1_332,PRIEST,SPELL,Silence,EXPERT1,Silence a minion.,0,,,COMMON,True,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",['SILENCE'],"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
BRMA12_8,NEUTRAL,SPELL,Chromatic Mutation,BRM,Transform a minion into a 2/2 Chromatic Dragonkin.,2,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
TB_KTRAF_4,NEUTRAL,MINION,Gothik the Harvester,TB,Deathrattle: Summon a Spectral Gothik for your opponent.,4,5,4,LEGENDARY,,,['DEATHRATTLE'],,,,,,,,,
KAR_092,MAGE,MINION,Medivh's Valet,KARA,"Battlecry: If you control a Secret, deal 3 damage.",2,2,3,COMMON,True,"""Magus Medivh sir, I've brought the flaming balloons, as you requested.""",['BATTLECRY'],,{'REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS': 1},,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",,,,
OG_254,NEUTRAL,MINION,Eater of Secrets,OG,Battlecry: Destroy all enemy Secrets. Gain +1/+1 for each.,4,2,4,RARE,True,You don't want to be around after it has eaten an explosive trap.  You thought Sludge Belcher was bad...,['BATTLECRY'],"[100, 800, 20, 100]",,,,,,,,
OG_195c,DRUID,MINION,Wisp,OG,,0,1,1,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
EX1_624,PRIEST,SPELL,Holy Fire,EXPERT1,Deal $5 damage. Restore #5 Health to your hero.,6,,,RARE,True,Often followed by Holy Smokes!,,"[100, 800, 20, 100]",{'REQ_TARGET_TO_PLAY': 0},,,,,,,
TB_BlingBrawl_Blade2e,NEUTRAL,ENCHANTMENT,Blingtron's Blade HERO,TB,,,,,,,,,,,,,,,,,
NAX12_03e,NEUTRAL,ENCHANTMENT,Extra Teeth,NAXX,Increased Attack.,,,,,,,,,,,,,,,,
DS1_184,HUNTER,SPELL,Tracking,CORE,Look at the top three cards of your deck. Draw one and discard the others.,1,,,FREE,True,For the person who just cannot decide what card to put into a deck!,,,,,Unlocked at Level 1.,Unlocked at Level 15.,,,,
NEW1_038o,NEUTRAL,ENCHANTMENT,Growth,EXPERT1,Gruul is growing...,,,,,,,,,,,,,,,,
PART_007,NEUTRAL,SPELL,Whirling Blades,GVG,Give a minion +1 Attack.,1,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
CRED_11,NEUTRAL,MINION,Jay Baxter,CREDITS,Battlecry: Summon FIVE random Inventions.,4,1,4,LEGENDARY,,,,,,,,,,,,
OG_206,SHAMAN,SPELL,Stormcrack,OG,Deal $4 damage to a minion. Overload: (1),2,,,COMMON,True,WARNING: DO NOT TOUCH THE PURPLE BALL OF LIGHTNING,,"[40, 400, 5, 50]","{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
NAX4_04,NEUTRAL,HERO_POWER,Raise Dead,NAXX,"Passive Hero Power
Whenever an enemy dies, raise a 1/1 Skeleton.",0,,,,,,,,,,,,,,,
KARA_00_02H,NEUTRAL,HERO_POWER,Legion,KARA,"Hero Power
Summon a 6/6 Abyssal.",2,,,,,,,,,,,,,,,
AT_013e,NEUTRAL,ENCHANTMENT,Power Word: Glory,TGT,"When this attacks, restore 4 Health to the hero of the player who buffed it.",,,,,,,,,,,,,,,,
OG_195e,NEUTRAL,ENCHANTMENT,Enormous,OG,+2/+2.,,,,,,,,,,,,,,,,
GVG_122,MAGE,MINION,Wee Spellstopper,GVG,Adjacent minions can't be targeted by spells or Hero Powers.,4,2,5,EPIC,True,Bane of spellcasters and spelling bees everywhere.,['AURA'],"[400, 1600, 100, 400]",,,,,,,,
CS2_005,DRUID,SPELL,Claw,CORE,Give your hero +2 Attack this turn and 2 Armor.,1,,,FREE,True,The claw decides who will stay and who will go.,,,,,Unlocked at Level 1.,Unlocked at Level 32.,,,,
TBA01_4,NEUTRAL,HERO,Nefarian,TB,,,,30,,,,,,,,,,,,,
AT_106,NEUTRAL,MINION,Light's Champion,TGT,Battlecry: Silence a Demon.,3,4,3,RARE,True,"When there's something strange (say, a gibbering demon) in your neighborhood, who are you going to call?",['BATTLECRY'],"[100, 800, 20, 100]","{'REQ_TARGET_WITH_RACE': 15, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,Silence a Demon.,,,
EX1_304,WARLOCK,MINION,Void Terror,EXPERT1,Battlecry: Destroy the minions on either side of this minion and gain their Attack and Health.,3,3,3,RARE,True,"If you put this into your deck, you WILL lose the trust of your other minions.",['BATTLECRY'],"[100, 800, 20, 100]",,DEMON,,,,,,
EX1_058,NEUTRAL,MINION,Sunfury Protector,EXPERT1,Battlecry: Give adjacent minions Taunt.,2,2,3,RARE,True,"She carries a shield, but only so she can give it to someone she can stand behind.",['BATTLECRY'],"[100, 800, 20, 100]",,,,,,ALLIANCE,,
AT_096,NEUTRAL,MINION,Clockwork Knight,TGT,Battlecry: Give a friendly Mech +1/+1.,5,5,5,COMMON,True,It takes a lot to wind him up.,['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_TARGET_WITH_RACE': 17, 'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",MECHANICAL,,,Give +1/+1.,,,
KARA_05_02,NEUTRAL,WEAPON,Big Bad Claws,KARA,,3,4,,,,,,,,,,,,,2,
TB_CoOpBossSpell_1,NEUTRAL,SPELL,Prioritize,TB,Deal Attack damage to biggest minion.,0,,,,,,,,,,,,,,,
KAR_711,NEUTRAL,MINION,Arcane Giant,KARA,"[x]Costs (1) less for each spell
you've cast this game.",12,8,8,EPIC,True,"Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes� cooking.",,,,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",,,,
TU4d_003,HUNTER,HERO_POWER,Shotgun Blast,MISSIONS,"Hero Power
Deal 1 damage.",2,,,COMMON,,,,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",,,,,,,
BRMA11_3,NEUTRAL,SPELL,Burning Adrenaline,BRM,Deal $2 damage to the enemy hero.,0,,,,,,,,,,,,,,,
CS2_012,DRUID,SPELL,Swipe,CORE,Deal $4 damage to an enemy and $1 damage to all other enemies.,4,,,COMMON,True,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",,Unlocked at Level 8.,Unlocked at Level 47.,,,,
OG_254e,NEUTRAL,ENCHANTMENT,Secretly Sated,OG,Increased stats.,,,,,,,,,,,,,,,,
TB_KTRAF_11,NEUTRAL,MINION,Sapphiron,TB,"At the start of your turn, Freeze a random enemy minion.",5,5,6,LEGENDARY,,,,,,DRAGON,,,,,,
OG_300e,NEUTRAL,ENCHANTMENT,Tasty!,OG,Increased stats.,,,,,,,,,,,,,,,,
OG_330,ROGUE,MINION,Undercity Huckster,OG,Deathrattle: Add a random class card to your hand <i>(from your opponent's class)</i>.,2,2,2,RARE,True,Psst! Wanna buy a random class card (from your opponent's class)?,['DEATHRATTLE'],"[100, 800, 20, 100]",,,,,,,,
CRED_28,NEUTRAL,MINION,He-Rim Woo,CREDITS,Choose One - Punch an arm,,,4,4,3,LEGENDARY,,,,,,,,,,
KAR_A01_01H,NEUTRAL,HERO,Magic Mirror,KARA,,,,30,,,,,,,,,,,,,
OG_293e,NEUTRAL,ENCHANTMENT,Arrakoa Devotion,OG,+5/+5.,,,,,,,,,,,,,,,,
EX1_538t,HUNTER,MINION,Hound,EXPERT1,Charge,1,1,1,,,,['CHARGE'],,,BEAST,,,,,,
KAR_003a,DRUID,SPELL,Drink the Moonlight,KARA_RESERVE,Restore 20 Health.,0,,,RARE,,,,,{'REQ_TARGET_TO_PLAY': 0},,,,,,,
CS2_005o,DRUID,ENCHANTMENT,Claw,CORE,+2 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
CS2_017,DRUID,HERO_POWER,Shapeshift,CORE,"Hero Power
+1 Attack this turn.    +1 Armor.",2,,,FREE,,,,,,,,,,,,
LOEA16_25H,NEUTRAL,MINION,Lady Naz'jar,LOE,"At the end of your turn, replace all other minions with new ones of the same Cost.",10,10,10,LEGENDARY,,,,,,,,,,,,
EX1_084e,WARRIOR,ENCHANTMENT,Charge,CORE,Warsong Commander is granting this minion +1 Attack.,,,,,,,,,,,,,,,,
KARA_04_01h,NEUTRAL,HERO,The Crone,KARA,,,,30,COMMON,,,,,,,,,,,,
OG_151,NEUTRAL,MINION,Tentacle of N'Zoth,OG,Deathrattle: Deal 1 damage to all minions.,1,1,1,COMMON,True,Because EVERYDAY is the Day of the Tentacle of N'zoth.,['DEATHRATTLE'],"[40, 400, 5, 50]",,,,,,,,
AT_027e,WARLOCK,ENCHANTMENT,Master Summoner,TGT,Costs (0).,,,,,,,,,,,,,,,,
TU4f_004,NEUTRAL,SPELL,Legacy of the Emperor,MISSIONS,Give your minions +2/+2. <i>(+2 Attack/+2 Health)</i>,3,,,COMMON,,,,,,,,,,,,
TB_KTRAF_8,NEUTRAL,MINION,Instructor Razuvious,TB,Battlecry: Equip a 5/2 Massive Runeblade.,8,3,3,LEGENDARY,,,['BATTLECRY'],,,,,,,,,
TU4c_002,NEUTRAL,SPELL,Barrel Toss,MISSIONS,Deal 2 damage.,1,,,COMMON,,,,,"{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",,,,,,,
EX1_412,NEUTRAL,MINION,Raging Worgen,EXPERT1,Enrage: Windfury and +1 Attack,3,3,3,COMMON,True,"If he's raging now, just wait until he gets nerfed.",['ENRAGED'],"[40, 400, 5, 50]",,,,,,,,
BRM_006t,WARLOCK,MINION,Imp,BRM,,1,1,1,,,,,,,DEMON,,,,,,
GAME_005,NEUTRAL,SPELL,The Coin,CORE,Gain 1 Mana Crystal this turn only.,0,,,,,,,,,,,,,,,
BRMA14_8H,NEUTRAL,HERO_POWER,Activate Magmatron,BRM,"Hero Power
Activate Magmatron!",6,,,,,,['AI_MUST_PLAY'],,,,,,,,,
OG_096,PRIEST,MINION,Twilight Darkmender,OG,"Battlecry: If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",5,6,5,RARE,True,"First she separates them from the lights, washes them in cold water, and hang-dries.","['BATTLECRY', 'RITUAL']","[100, 800, 20, 100]",,,,,,,,
BRMA05_2,NEUTRAL,HERO_POWER,Ignite Mana,BRM,"Hero Power
Deal 5 damage to the enemy hero if they have any unspent Mana.",0,,,,,,,,,,,,,,,
TB_PickYourFate_10_EnchMinion,NEUTRAL,ENCHANTMENT,Bonus,TB,Your Battlecry minions have +1/+1.,,,,,,,,,,,,,,,,
KARA_12_02,NEUTRAL,HERO_POWER,Ley Lines,KARA,"[x]Passive Hero Power
Both players have
Spell Damage +3.",0,,,,,,,,,,,,,,,
GVG_065,NEUTRAL,MINION,Ogre Brute,GVG,50% chance to attack the wrong enemy.,3,4,4,COMMON,True,Ogres have really terrible short-term chocolate.,['FORGETFUL'],"[40, 400, 5, 50]",,,,,,,,
KARA_13_22,NEUTRAL,MINION,Mime,TB,Taunt,3,3,6,,,,['TAUNT'],,,,,,,,,
KAR_A02_09eH,NEUTRAL,ENCHANTMENT,Table Set,KARA,+2/+2.,,,,,,,,,,,,,,,,
NAX9_02,NEUTRAL,MINION,Lady Blaumeux,NAXX,Your hero is Immune.,3,1,7,LEGENDARY,,,,,,,,,,,,
KARA_07_02e,NEUTRAL,ENCHANTMENT,Protecting the Gallery,KARA,,,,,,,,,,,,,,,,,
CRED_15,NEUTRAL,MINION,Andy Brock,CREDITS,"Can't be Silenced. Divine Shield, Stealth.",1,1,3,LEGENDARY,,,,,,,,,,,,
CS2_013,DRUID,SPELL,Wild Growth,CORE,Gain an empty Mana Crystal.,2,,,FREE,True,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",,,,,Unlocked at Level 1.,Unlocked at Level 23.,,,,
AT_057o,HUNTER,ENCHANTMENT,Groomed,TGT,Immune this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
BRMC_95,NEUTRAL,MINION,Golemagg,TB,Costs (1) less for each damage your hero has taken.,50,20,20,LEGENDARY,,,,,,,,,,,,
AT_042b,DRUID,SPELL,Panther Form,TGT,+1/+1 and Stealth,0,,,COMMON,,,,"[40, 400, 5, 50]",,,,,,,,
NEW1_018,NEUTRAL,MINION,Bloodsail Raider,EXPERT1,Battlecry: Gain Attack equal to the Attack of your weapon.,2,2,3,COMMON,True,"""I only plunder on days that end in 'y'.""",['BATTLECRY'],"[40, 400, 5, 50]",,PIRATE,,,,,,
XXX_024,NEUTRAL,MINION,Damage Reflector,CHEAT,"Whenever this minion takes damage, deal 1 damage to ALL other characters.",0,3,10,COMMON,,,,,,,,,,,,
TB_LadyNazjar_PlayerEnch,NEUTRAL,ENCHANTMENT,Transmute your minions,TB,,,,,,,,,,,,,,,,,
GVG_033,DRUID,SPELL,Tree of Life,GVG,Restore all characters to full Health.,9,,,EPIC,True,Healing: It grows on trees!,,"[400, 1600, 100, 400]",,,,,,,,
LOEA09_4,NEUTRAL,WEAPON,Rare Spear,LOE,"Whenever your opponent plays a Rare card, gain +1/+1.",1,1,,,,,,,,,,,,,2,
AT_117e,NEUTRAL,ENCHANTMENT,Ceremony,TGT,+2/+2.,,,,,,,,,,,,,,,,
AT_039,DRUID,MINION,Savage Combatant,TGT,"Inspire: Give your hero
+2 Attack this turn.",4,5,4,RARE,True,Maybe if you whistle a tune it will soothe him.  Yeah...  Try that.,['INSPIRE'],"[100, 800, 20, 100]",,BEAST,,,,,,
AT_073e,NEUTRAL,ENCHANTMENT,Competitive Spirit,TGT,+1/+1.,,,,,,,,,,,,,,,,
AT_120,NEUTRAL,MINION,Frost Giant,TGT,Costs (1) less for each time you used your Hero Power this game.,10,8,8,EPIC,True,Don't ask him about the beard.  JUST DON'T.,,"[400, 1600, 100, 400]",,,,,,,,
KARA_13_11e,NEUTRAL,ENCHANTMENT,Enfeeble,KARA,Health changed to 1.,,,,,,,,,,,,,,,,
TB_KTRAF_10,NEUTRAL,MINION,Noth the Plaguebringer,TB,"Whenever an enemy minion dies, summon a 1/1 Skeleton and give your other minions +1/+1.",9,2,5,LEGENDARY,,,,,,,,,,,,
BRMA02_2,NEUTRAL,HERO_POWER,Jeering Crowd,BRM,"Hero Power
Summon a 1/1 Spectator with Taunt.",1,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
GVG_080t,DRUID,MINION,Druid of the Fang,GVG,,5,7,7,,,,,,,BEAST,,,,,,
BRMA16_1H,NEUTRAL,HERO,Atramedes,BRM,,,,30,,,,,,,,,,,,,
OG_028,SHAMAN,MINION,Thing from Below,OG,"[x]Taunt
Costs (1) less for each
Totem you've summoned
this game.",6,5,5,RARE,True,Just can't resist the opportunity to hang around with a bunch of totems.,['TAUNT'],"[100, 800, 20, 100]",,,,,,,,
LOE_039,NEUTRAL,MINION,Gorillabot A-3,LOE,"Battlecry: If you control another Mech, Discover a Mech.",4,3,4,COMMON,True,"A-1 and A-2 went nuts, when they should have gone bolts.",['BATTLECRY'],,,MECHANICAL,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,,,
KARA_07_08heroic,NEUTRAL,SPELL,Dragons Free!,KARA,Summon a random Dragon.,5,,,,,,,,,,,,,,,
FP1_013,NEUTRAL,MINION,Kel'Thuzad,NAXX,"At the end of each turn, summon all friendly minions that died this turn.",8,6,8,LEGENDARY,True,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,,,,,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,,,
KAR_A02_13H,NEUTRAL,HERO_POWER,Be Our Guest,KARA,"Hero Power
Summon two 1/1 Plates.",0,,,,,,['AI_MUST_PLAY'],,"{'REQ_NUM_MINION_SLOTS': 1, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
GVG_028t,NEUTRAL,SPELL,Gallywix's Coin,GVG,"Gain 1 Mana Crystal this turn only.
<i>(Won't trigger Gallywix.)</i>",0,,,,,,,,,,,,,,,
EX1_586,NEUTRAL,MINION,Sea Giant,EXPERT1,Costs (1) less for each other minion on the battlefield.,10,8,8,EPIC,True,See?  Giant.,,"[400, 1600, 100, 400]",,,,,,,,
LOEA07_26,NEUTRAL,SPELL,Consult Brann,LOE,Draw 3 cards.,1,,,,,,,,,,,,,,,
CS2_050,SHAMAN,MINION,Searing Totem,CORE,,1,1,1,FREE,,,,,,TOTEM,,,,,,
AT_021,WARLOCK,MINION,Tiny Knight of Evil,TGT,"Whenever you discard a card, gain +1/+1.",2,3,2,RARE,True,"""No, no, no. I asked for a tiny JESTER of evil.""",,"[100, 800, 20, 100]",,DEMON,,,,,,
GVG_048,HUNTER,MINION,Metaltooth Leaper,GVG,Battlecry: Give your other Mechs +2 Attack.,3,3,3,RARE,True,Don't leave them out in the rain. In Un'Goro Crater there is a whole colony of rust-tooth leapers.,['BATTLECRY'],"[100, 800, 20, 100]",,MECHANICAL,,,,,,
LOEA05_01h,NEUTRAL,HERO,Chieftain Scarvash,LOE,,,,30,,,,,,,,,,,,,
GVG_046,HUNTER,MINION,King of Beasts,GVG,Taunt. Battlecry: Gain +1 Attack for each other Beast you have.,5,2,6,RARE,True,He never sleeps.  Not even in the mighty jungle.,"['BATTLECRY', 'TAUNT']","[100, 800, 20, 100]",,BEAST,,,,,,
NAX3_03,NEUTRAL,SPELL,Necrotic Poison,NAXX,Destroy a minion.,2,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
LOEA06_02,NEUTRAL,HERO_POWER,Stonesculpting,LOE,"Hero Power
 Summon a 0/2 Statue for both players.",1,,,,,,['AI_MUST_PLAY'],,,,,,,,,
GVG_057a,NEUTRAL,ENCHANTMENT,Seal of Light,GVG,+2 Attack this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
OG_122,NEUTRAL,MINION,"Mukla, Tyrant of the Vale",OG,Battlecry: Add 2 Bananas to your hand.,6,5,5,LEGENDARY,True,Pro tip: DO NOT BOGART THE BANANAS.,['BATTLECRY'],"[1600, 3200, 400, 1600]",,BEAST,,,,,,
TB_CoOpv3_009,NEUTRAL,SPELL,Explosive Rune,TB,Summon an 'Explosive Rune.',0,,,,,,,,,,,,,,,
tt_004,NEUTRAL,MINION,Flesheating Ghoul,EXPERT1,"Whenever a minion dies, gain +1 Attack.",3,2,3,COMMON,True,'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat.,,"[40, 400, 5, 50]",,,,,,,,
AT_133e,NEUTRAL,ENCHANTMENT,Victory!,TGT,+1/+1.,,,,,,,,,,,,,,,,
TB_YoggServant_Enchant,NEUTRAL,ENCHANTMENT,Yogg Servant Hero Enchant,TB,,,,,,,,,,,,,,,,,
EX1_287,MAGE,SPELL,Counterspell,EXPERT1,"Secret: When your opponent casts a spell, Counter it.",3,,,RARE,True,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,['SECRET'],"[100, 800, 20, 100]",,,,,,,,
AT_047e,SHAMAN,ENCHANTMENT,Experienced,TGT,Increased stats.,,,,,,,,,,,,,,,,
TB_KTRAF_104,NEUTRAL,SPELL,Uncover Staff Piece,TB,Add another piece to your Hero Power.,2,,,,,,,,,,,,,,,
BRMA17_6,NEUTRAL,MINION,Bone Construct,BRM,,1,2,1,,,,,,,,,,,,,
OG_234,PRIEST,MINION,Darkshire Alchemist,OG,Battlecry: Restore 5 Health.,5,4,5,COMMON,True,The secret ingredient: liquified funnel cake.,['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",,,,,,,
LOEA12_1H,NEUTRAL,HERO,Lady Naz'jar,LOE,,,,30,,,,,,,,,,,,,
AT_083e,NEUTRAL,ENCHANTMENT,Dragonhawkery,TGT,Windfury this turn.,,,,,,,['TAG_ONE_TURN_EFFECT'],,,,,,,,,
EX1_536,HUNTER,WEAPON,Eaglehorn Bow,EXPERT1,"Whenever a friendly Secret is revealed, gain +1 Durability.",3,3,,RARE,True,First Lesson: Put the pointy end in the other guy.,,"[100, 800, 20, 100]",,,,,,,2,
EX1_136,PALADIN,SPELL,Redemption,EXPERT1,"Secret: When one of your minions dies, return it to life with 1 Health.",1,,,COMMON,True,I am not sure how you get demptioned the first time.  It�s a mystery!,['SECRET'],"[40, 400, 5, 50]",,,,,,,,
BRMA14_6,NEUTRAL,HERO_POWER,Activate Electron,BRM,"Hero Power
Activate Electron!",6,,,,,,['AI_MUST_PLAY'],,,,,,,,,
DS1_175o,HUNTER,ENCHANTMENT,Furious Howl,CORE,This Beast has +1 Attack from Timber Wolf.,,,,,,,,,,,,,,,,
CS2_150,NEUTRAL,MINION,Stormpike Commando,CORE,Battlecry: Deal 2 damage.,5,4,2,COMMON,True,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,['BATTLECRY'],,"{'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",,,Unlocked at Paladin Level 51.,Deal 2 damage.,ALLIANCE,,
LOE_009,WARRIOR,MINION,Obsidian Destroyer,LOE,"At the end of your turn, summon a 1/1 Scarab with Taunt.",7,7,7,COMMON,True,No obsidian is safe around the Obsidian Destroyer!,,,,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,,
XXX_047,NEUTRAL,SPELL,Destroy Deck,CHEAT,Delete an opponent's deck,0,,,COMMON,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_HERO_TARGET': 0}",,,,,,,
OG_080e,ROGUE,SPELL,Fadeleaf Toxin,OG,Give a friendly minion Stealth until your next turn.,1,,,,,,,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
AT_040,DRUID,MINION,Wildwalker,TGT,Battlecry: Give a friendly Beast +3 Health.,4,4,4,COMMON,True,She was born to be something.  She is just not quite sure what yet...,['BATTLECRY'],"[40, 400, 5, 50]","{'REQ_TARGET_WITH_RACE': 20, 'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
GVG_108,NEUTRAL,MINION,Recombobulator,GVG,Battlecry: Transform a friendly minion into a random minion with the same Cost.,2,3,2,EPIC,True,For when you didn�t combobulate quite right the first time around.,['BATTLECRY'],"[400, 1600, 100, 400]","{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",,,,Transform!,,,
EX1_619,PALADIN,SPELL,Equality,EXPERT1,Change the Health of ALL minions to 1.,2,,,RARE,True,We are all special unique snowflakes... with 1 Health.,,"[100, 800, 20, 100]",,,,,,,,
NAX4_03H,NEUTRAL,MINION,Skeleton,NAXX,,5,5,5,,,,,,,,,,,,,
KAR_A10_10,NEUTRAL,MINION,Black Queen,KARA,Auto-Attack: Deal 4 damage to the enemies opposite this minion.,7,4,6,,,,['AUTOATTACK'],,,,,,,,,
KARA_06_01e,NEUTRAL,ENCHANTMENT,Death-Marked Love,KARA,Julianne is immune.,,,,,,,,,,,,,,,,
AT_062,HUNTER,SPELL,Ball of Spiders,TGT,Summon three 1/1 Webspinners.,6,,,RARE,True,"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone",,"[100, 800, 20, 100]",{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
LOEA_01,NEUTRAL,SPELL,Looming Presence,LOE,Draw 2 cards. Gain 4 Armor.,3,,,,,,,,,,,,,,,
LOEA09_3H,NEUTRAL,HERO_POWER,Endless Hunger,LOE,"Hero Power
Summon a Hungry Naga.",0,,,,,,['AI_MUST_PLAY'],,,,,,,,,
BRMA07_2,NEUTRAL,HERO_POWER,ME SMASH,BRM,"Hero Power
Destroy a random damaged enemy minion.",1,,,,,,,,{'REQ_MINIMUM_ENEMY_MINIONS': 1},,,,,,,
EX1_399e,NEUTRAL,ENCHANTMENT,Berserking,CORE,This minion has increased Attack.,,,,,,,,,,,,,,,,
GVG_031,DRUID,SPELL,Recycle,GVG,Shuffle an enemy minion into your opponent's deck.,6,,,RARE,True,Druidic recycling involves putting plastics in one bin and enemy minions in another bin.,,"[100, 800, 20, 100]","{'REQ_ENEMY_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_MINION_TARGET': 0}",,,,,,,
BRMA06_2H_TB,NEUTRAL,HERO_POWER,The Majordomo,TB,"Hero Power
Summon a 3/3 Flamewaker Acolyte.",2,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,
BRMA09_4,NEUTRAL,HERO_POWER,Blackwing,BRM,"Hero Power
Summon a 3/1 Dragonkin. Get a new Hero Power.",1,,,,,,,,{'REQ_NUM_MINION_SLOTS': 1},,,,,,,"['BRMA09_2', 'BRMA09_3', 'BRMA09_5']"
